,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,lat,lng,鄰近ATM統計,鄰近便利商店統計,鄰近公車站點統計,鄰近國中統計,鄰近國小統計,鄰近大學統計,鄰近捷運站點統計,鄰近火車站點統計,鄰近腳踏車站點統計,鄰近郵局據點統計,鄰近醫療機構統計,鄰近金融機構統計,鄰近高中統計
17,PU-18,台北市,文山區,辛亥路七段,-0.3127862968927353,,2,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.58333333333333,-0.7745461766004452,-0.8193256863726953,0.0,306026,2763849,,-0.9727219456760584,-0.0910197143872065,-0.4384519028208025,24.98155359585888,121.55495417659584,59,37,578,1,8,0,0,0,21,4,48,9,2
18,PU-19,新竹縣,寶山鄉,館前路,0.4339124408209225,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.83333333333333,-0.2626326155235165,0.9371155146562142,1.0,249191,2739837,,0.0855744272462157,0.1035023350988595,-0.4384519028208025,24.765794775106006,120.99200043477855,4,4,0,1,0,0,0,0,0,1,3,2,0
19,PU-20,新北市,板橋區,新府路,-1.2296426535517313,,6,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,-0.9290969599109884,0.629699684396977,1.0,296947,2767100,,-1.2055414898928538,-1.183073325537051,-0.0605312889638079,25.01121204007731,121.46513701348086,151,70,746,1,4,0,4,1,60,9,198,46,2
20,PU-21,新北市,土城區,慶利街,-1.0635947737080391,其他,7,13,住工用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.916666666666668,-0.842916225722953,-0.8193256863726953,0.0,293897,2762842,,-0.5390495747351746,-1.1301769787469802,-0.4384519028208025,24.972861701330753,121.43478397125213,42,26,206,1,3,0,2,0,23,1,37,10,1
21,PU-22,新北市,汐止區,林森街,2.3150674055228264,其他,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.08333333333333,1.0628270762884646,0.8768681911380726,1.0,312914,2770635,,1.2273237352158224,0.7331394952774415,-0.1566128009613488,25.042546447793736,121.62348811488087,20,16,282,0,4,0,0,0,13,1,8,2,0
22,PU-23,新北市,板橋區,漢生東路,-0.9001184849981257,,14,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),14.166666666666666,0.5940038823055531,-0.0778201661494089,1.0,297363,2767150,,0.3877023412480836,0.2383027027251683,1.1180685915393611,25.011650495201067,121.46926022547831,137,67,672,1,2,0,3,1,60,7,152,44,1
23,PU-24,新北市,汐止區,民權街二段,1.610691770487522,其他,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.66666666666666,-0.3534096555349135,-0.8193256863726953,0.0,312565,2771159,,0.2264542972583228,0.5693314536049651,-0.4384519028208025,25.047291486630517,121.62005341754508,29,21,404,1,4,0,2,0,20,1,22,4,0
24,PU-25,台北市,士林區,中山北路六段,0.9980522415983116,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.25,-0.2626326155235165,-0.8193256863726953,0.0,303263,2777381,,0.2694537756555923,0.7570281680213444,-0.4384519028208025,25.103819283800686,121.52810974352232,76,42,723,2,10,0,1,0,34,2,115,27,1
25,PU-26,新竹縣,竹北市,聯發街,-0.2478476123743311,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.0,-0.4005217902243726,0.6018932273886036,1.0,252598,2746865,,-0.7305669883861716,-0.8383939045178812,0.8469052132351903,24.829245974923474,121.02570265450831,40,34,43,0,2,0,0,0,0,1,27,5,0
26,PU-27,新竹縣,竹北市,嘉興路,0.4591957480427444,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.6666666666666665,0.4411767136787705,1.0591549648596303,1.0,252748,2745506,,0.1104688621077927,0.6512354744412031,-0.1822345374940263,24.816975850751874,121.02718396336664,61,39,55,2,2,0,0,0,0,3,73,11,1
27,PU-28,桃園市,桃園區,正光二街,-0.0751424358572127,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.4166666666666667,0.1182862295875991,0.3748071618202223,1.0,279922,2765889,,-0.1687448561692144,0.1888190234699411,-0.2270725764262122,25.00071074181335,121.29643438796776,46,40,178,3,3,0,0,0,11,1,57,8,1
28,PU-29,台北市,內湖區,內湖路一段,0.0603347531251133,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.91666666666666,-0.7257104272272253,-0.8193256863726953,0.0,307508,2775026,,-0.5461218573663045,0.4242930833741261,-0.4384519028208025,25.082402926882338,121.57009936851465,107,54,787,3,3,6,2,0,26,3,79,41,2
29,PU-30,新北市,林口區,文化三路二段,0.5937836952311469,,7,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.083333333333334,2.107912112875371,0.972645987500247,1.0,287830,2774601,,2.0726029552884646,1.637496392010906,-0.1309910644286711,25.079187157106794,121.37501610087062,45,36,707,2,1,0,0,0,34,2,42,5,1
30,PU-31,台北市,大安區,永康街,1.6561392362256058,,3,4,其他,加強磚造,公寓(5樓含以下無電梯),56.5,0.0286582660320423,-0.8193256863726953,0.0,303417,2769537,露台16.12,0.7591386250350248,-1.6420771089734696,3.003401371402221,25.03299889455064,121.52933218512567,127,53,611,5,9,4,5,0,41,7,195,57,2
31,PU-32,新竹市,新竹市,和平路,-0.4375925843479809,,9,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,0.6267525612970068,-0.8193256863726953,1.0,245549,2744665,,0.295196884432905,0.5846884575117597,0.1529831821418385,24.8093787823689,120.95597218348033,41,29,67,2,5,0,0,0,6,3,47,13,1
32,PU-33,台北市,內湖區,成功路三段,0.964741724669182,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),35.083333333333336,-0.0023667982756501,-0.8193256863726953,0.0,309499,2774740,,0.453333124064969,0.4481817561180291,-0.2761809047805111,25.079743842970426,121.58982374859947,60,30,656,5,5,2,2,0,30,3,83,18,5
33,PU-34,新北市,中和區,連城路,0.3060779245539382,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.833333333333336,-0.3626022671816371,-0.8193256863726953,0.0,298896,2765268,,0.100567666424211,1.2382142904342444,-0.4384519028208025,24.994610994070833,121.48438173937433,83,50,364,2,2,0,0,0,20,2,49,14,2
34,PU-35,新北市,新莊區,後港一路,-0.5713633904284542,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,-0.7394993446973109,-0.8193256863726953,0.0,293236,2768741,,-0.7857307929089847,-0.3043114353149105,-0.4384519028208025,25.02613761459653,121.42842178084726,82,49,520,1,8,6,2,0,19,4,88,17,0
35,PU-36,高雄市,三民區,十全三路,-1.1043797284185248,,9,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.7917823234380523,-0.4377593040911291,1.0,177162,2505330,,-1.230153033449186,0.0352489844019942,-0.0925584596296551,22.646650304474132,120.29131454902267,25,21,217,0,1,0,2,1,26,2,39,4,0
36,PU-37,台北市,北投區,杏林二路,0.594696970587068,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.16666666666666,-0.3442170438881896,-0.8193256863726953,0.0,300059,2781685,,0.371860428154353,-0.2172884131764073,-0.4384519028208025,25.14278504658197,121.49649963310895,29,20,371,1,5,0,1,0,15,3,26,3,2
37,PU-38,台北市,中山區,安東街,1.0381642565728555,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.41666666666666,-0.0287955567599811,-0.8193256863726953,0.0,303403,2771191,,0.1466789491791777,-0.4698258107548087,1.5280163760622023,25.047931612426503,121.5292575391429,202,93,713,2,11,17,5,0,60,7,188,79,4
38,PU-39,新北市,三重區,新興路,-0.4366552754300618,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,0.1102426943967159,-0.8193256863726953,0.0,299678,2771790,,-0.226171791133989,0.0335426506345726,0.3750382320917112,25.053466311703012,121.49236314728401,74,53,360,1,5,0,3,0,30,2,68,18,1
39,PU-40,新北市,永和區,仁愛路,1.334065471891358,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),33.083333333333336,1.1708402631374684,-0.8193256863726953,0.0,301923,2767351,,2.331165608282573,1.3542449866189152,-0.4384519028208025,25.013315701607702,121.51444570039786,97,64,404,1,3,0,1,0,42,4,166,29,1
40,PU-41,新北市,中和區,民富街,0.1317624993829586,,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.0,-1.0675606728397649,-0.8193256863726953,0.0,298107,2766687,,-0.7735664667834413,-0.4135167964298948,-0.4384519028208025,25.00744706217583,121.47661525085931,105,64,372,2,1,0,2,0,37,4,101,23,1
41,PU-42,桃園市,中壢區,環中東路,-0.7354405181883158,,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.583333333333332,-0.1103799851246539,0.1585347184217637,1.0,275866,2761769,,-0.2210797476395757,0.1871126897025195,0.0889288408101444,24.963588733277827,121.25617525222404,47,31,150,0,4,0,0,0,10,3,42,3,0
42,PU-43,高雄市,鼓山區,美術東七街,-1.0137491661243343,,7,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,-0.5648397234095597,-0.0191176457983987,1.0,176999,2507091,,-0.8089278799390908,-0.8093862304717134,-0.0989638937628244,22.662545874656104,120.28964689556669,52,34,194,2,3,0,2,1,41,4,97,10,1
43,PU-44,新竹市,新竹市,中華路二段,-0.512072592979563,,8,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.416666666666666,0.3205236858155217,0.4767641708509242,1.0,247790,2744263,,0.1257449925910334,-0.5107778211729279,0.7700400036371572,24.805754160694438,120.97814004723261,83,43,144,1,5,0,0,2,27,5,120,21,3
44,PU-45,新北市,板橋區,金門街,0.0570661886933952,,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666666,-0.572883258600443,0.6034380305557356,1.0,293236,2763983,,-0.748389140616619,-0.4049851275927867,-0.4384519028208025,24.983181802482186,121.42827282040035,45,27,181,1,3,0,0,1,19,2,54,12,1
45,PU-46,基隆市,安樂區,安和二街,0.1480812879795524,,13,16,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.75,0.1619511349095367,-0.8193256863726953,0.0,322697,2780258,,0.2357897103314142,0.1086213364011243,-0.4384519028208025,25.128980213657726,121.7209423594373,24,18,165,1,0,0,0,0,0,2,15,3,0
46,PU-47,高雄市,鼓山區,美術東二路,-0.3455680754579104,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,0.851397008413818,-0.0361104806368489,1.0,176872,2507051,,0.6901131465551973,0.4652450937922453,-0.1886399716271959,22.66217917427127,120.28841302847427,43,30,214,2,3,0,3,1,40,2,86,10,1
47,PU-48,新北市,淡水區,中山北路二段,0.1820166775206284,,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.166666666666666,0.1832090493425857,-0.0067592204613439,2.0,294438,2786400,,-0.1141468342568919,0.161517683191195,0.6696882022175034,25.18552801377472,121.44090333543774,35,29,748,1,9,0,3,0,24,1,20,5,0
48,PU-49,屏東縣,屏東市,民享路,0.320041424074735,,3,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),28.25,0.1895289698497084,-0.8193256863726953,0.0,198540,2508250,,-0.0069310295689629,0.4703640950945104,-0.4384519028208025,22.67380473816872,120.49921114092122,33,15,8,6,5,0,0,0,0,3,87,11,3
49,PU-50,台北市,士林區,中山北路六段,1.005454578693674,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.66666666666666,-0.0046649511873309,-0.8193256863726953,0.0,303118,2777963,,0.797328951243126,0.5505617821633269,-0.4384519028208025,25.10907861643367,121.52669460487972,90,52,367,4,9,0,2,0,28,5,123,27,1
50,PU-51,新北市,板橋區,民生路一段,-0.9638314578546356,,20,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),18.75,0.6888026899123917,2.415492145601392,2.0,298163,2767120,,0.8912488645845309,1.1170645929473089,-0.4384519028208025,25.011354431825715,121.47718515470976,114,65,404,3,2,0,2,0,44,4,109,33,3
51,PU-52,新北市,板橋區,龍泉街,-0.3882036144422367,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.25,-0.8475125315463148,0.9556531526617966,1.0,295986,2768659,,-0.8247697930328215,-0.4391118029412194,-0.4384519028208025,25.025316281740757,121.45566789960594,69,59,135,3,2,0,0,0,42,3,90,8,0
52,PU-53,新北市,蘆洲區,環堤大道,-1.129422700020367,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.666666666666668,-1.0934148930961751,1.0869614218680037,1.0,296115,2775057,,-1.1433054027389111,-0.4920081497312899,-0.4384519028208025,25.08307368340318,121.45716031772189,54,41,235,1,14,0,0,0,19,1,71,9,0
53,PU-54,新北市,板橋區,環河西路五段,-0.2864214793810072,,10,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5,-0.0391372448625451,0.265126136953861,1.0,295759,2768843,,-0.4516361614144093,0.0574313233784755,0.5052820594661556,25.026984323744973,121.45342475244021,62,54,112,4,2,0,0,0,33,3,61,5,0
54,PU-55,高雄市,苓雅區,中華四路,-1.2502634497459542,,16,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.5,-0.3166392089480184,-0.8193256863726953,0.0,178266,2501724,,-0.0117401817581312,0.0727883272852702,0.1038748537875397,22.614133509224295,120.30221983472947,97,47,201,1,3,0,5,0,33,4,131,37,0
55,PU-56,台北市,大安區,仁愛路四段,0.9823583256136638,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.0,0.8772512286702286,-0.8193256863726953,0.0,305977,2770002,,1.6044178451076674,-0.1746300689908665,3.37278140641499,25.03710435961975,121.55471829550984,245,103,743,3,14,0,3,0,53,7,419,102,2
56,PU-57,台北市,大安區,樂業街,-0.2734914230261212,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),41.41666666666666,-0.2752724565377614,-0.8193256863726953,0.0,305941,2768051,,-0.1396070517289596,0.8082181810439932,-0.4384519028208025,25.019492211334086,121.55428242880208,69,34,481,2,5,8,2,0,41,1,81,17,2
57,PU-58,台北市,文山區,景興路,0.1925433776757213,,7,10,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),29.416666666666668,0.8979346048753574,-0.8193256863726953,0.0,304837,2764912,,1.329730387714583,0.9191298759263994,0.1209560114759914,24.991193795650645,121.54321936777782,86,45,618,3,5,5,3,0,25,4,78,17,2
58,PU-59,新北市,三重區,信義街,-0.1547175596323559,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.5,-0.5809267937913262,-0.8193256863726953,0.0,300577,2773090,,0.2222109276796448,-1.6420771089734696,-0.4384519028208025,25.065172861879084,121.501320700044,104,79,464,2,3,0,2,0,29,3,143,29,0
59,PU-60,台北市,文山區,辛亥路四段,-0.215931042041081,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.41666666666666,-1.0727315168910467,-0.8193256863726953,0.0,306069,2766392,,-0.6867188360731665,-0.9851386085161415,-0.4384519028208025,25.00451012227428,121.55548326844041,33,18,346,2,5,8,2,0,13,2,37,4,1
60,PU-61,桃園市,中壢區,環西路,-0.9595775173810022,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.5,-0.0805039972728019,-0.0948130009878591,1.0,271558,2761804,,-0.4092024656276301,0.1888190234699411,0.0611719595664105,24.963972007670055,121.21350989074172,47,33,143,1,2,0,1,0,8,2,65,11,4
61,PU-62,桃園市,桃園區,民光東路,-0.6533659039653881,,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.0,-0.0506280094209496,0.3500903111461128,1.0,281993,2766665,,-0.251914899911302,-0.149035062479542,0.6547421892401081,25.007674356338285,121.31696932366802,46,36,136,3,5,0,0,0,12,1,50,4,0
62,PU-63,新北市,土城區,延壽路,-1.3132794493045243,,11,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.33333333333333,-1.0842222814494515,-0.8193256863726953,0.0,297613,2764802,,-1.1005888156468866,-0.422048465267003,-0.2911269177579064,24.990444740790828,121.47165615859315,45,34,242,2,4,0,0,0,20,1,46,11,1
63,PU-64,高雄市,三民區,鼎中路,-0.7557729116385637,,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.833333333333334,-0.0322427861275021,-0.0438344964725083,1.0,180502,2508434,,-0.1393241604237143,-1.1114073073053423,0.6099041503079224,22.674821305405946,120.3236723227082,38,19,220,0,1,7,0,0,14,3,28,3,2
64,PU-65,台北市,大安區,金山南路二段,-0.231504790215739,,7,24,住家用,鋼骨造,住宅大樓(11層含以上有電梯),2.6666666666666665,0.1067954650291943,1.3016890620993302,1.0,303101,2768983,,-0.0751078341330552,-0.5739121705675283,-0.4384519028208025,25.028008522618247,121.5261795777661,147,65,712,4,16,4,7,0,44,6,229,60,2
65,PU-66,新竹縣,竹北市,莊敬三路,-0.1176818405935471,,13,32,住家用,鋼骨造,住宅大樓(11層含以上有電梯),6.25,2.6640651175021577,1.517961505497789,2.0,252703,2746623,,1.888440715573843,2.8233983603689405,0.6077690055968656,24.827060874018386,121.02674097611329,44,35,46,1,2,0,0,0,0,1,32,7,1
66,PU-67,新北市,蘆洲區,長安街,1.3409390706227655,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),17.5,0.0981773916103908,-0.8193256863726953,0.0,296431,2774874,,0.1509223187578557,-0.0637183741084604,-0.4384519028208025,25.081411878096688,121.46028672091762,64,50,411,1,14,0,0,0,25,3,88,9,0
67,PU-68,台南市,北區,開元路,-0.9974784446517364,,12,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.416666666666668,-0.7682262560933225,-0.8193256863726953,0.0,170509,2545649,,-0.6912450969570896,-0.5670868354978418,-0.4384519028208025,23.010435802351353,120.22452790306882,48,32,83,2,6,0,0,1,0,3,84,14,2
68,PU-69,高雄市,楠梓區,創新路,-1.1407665412833894,,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.1666666666666665,-0.9618456389024416,-0.8193256863726953,0.0,181285,2516778,,-1.2830537075300374,0.3202067235614066,-0.4384519028208025,22.750203330713646,120.33092566026676,5,3,24,0,0,8,0,0,6,0,0,0,1
69,PU-70,新北市,板橋區,四維路,0.5292535812667075,,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.083333333333336,-0.1902407988055665,-0.8193256863726953,0.0,296894,2768774,,0.8587163644813334,-1.6420771089734696,-0.4384519028208025,25.026326656817734,121.46466880418558,122,96,333,3,0,7,3,0,57,3,186,23,0
70,PU-71,台中市,中區,柳川西路三段,0.6644664010670561,,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,1.73905857055058,1.8578182022667948,2.0,217155,2671008,,1.3534932573551794,1.420792003548359,1.054014250207668,24.143993194590948,120.67681289369263,106,65,514,1,11,12,0,0,37,5,159,39,1
71,PU-72,新北市,土城區,學士路,0.2079008237923978,,23,24,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.25,0.2688152453027004,0.6111620463913947,1.0,295320,2763453,,0.1079228403605858,-0.7018872031241506,0.0611719595664105,24.978336064636487,121.44889795744703,67,35,257,0,5,7,2,0,37,3,71,14,1
72,PU-73,高雄市,鼓山區,中華一路,0.8211892588555518,,4,13,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.25,3.051303883120396,0.9324811051548187,2.0,177271,2506849,,2.074300303119936,-1.6420771089734696,-0.4384519028208025,22.66037222336322,120.29230470525485,55,40,168,3,4,0,3,1,38,3,103,9,1
73,PU-74,新北市,三重區,元富二街,-0.6061399546394574,,18,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.0833333333333333,-0.6475732282300732,-0.8193256863726953,0.0,300184,2774530,,-0.9113345324378512,-0.8366875707504596,0.2704161412499442,25.0781862162886,121.49747790423586,67,54,304,3,2,0,1,0,26,3,72,12,0
74,PU-75,新北市,新店區,永安街,0.4984665883473602,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.41666666666666,-0.8452143786346339,-0.8193256863726953,0.0,302562,2764207,,-0.4219325743636639,-0.3469697795004513,-0.4384519028208025,24.98490960364396,121.52065699123101,44,37,332,0,1,0,3,0,27,3,44,2,0
75,PU-76,高雄市,前鎮區,林森三路,-0.8274409935163882,,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.5,-0.1189980585434577,-0.8193256863726953,0.0,178890,2501530,,0.0929296011825909,0.615402465325349,-0.4384519028208025,22.61240786469709,120.30829810596833,100,48,224,2,4,0,2,0,48,3,128,41,1
76,PU-77,新北市,板橋區,三民路二段,-0.7526004814548372,,5,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.166666666666668,0.6750137724423061,-0.8193256863726953,0.0,298457,2767873,,1.4055452575202954,1.0436922409481786,-0.14380193269501,25.018143175754073,121.48012437712403,78,53,230,2,1,0,1,0,36,4,75,21,2
