,ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,lat,lng,鄰近捷運站點統計,鄰近火車站點統計,鄰近公車站點統計,鄰近腳踏車站點統計,鄰近國小統計,鄰近國中統計,鄰近醫療機構統計,鄰近便利商店統計
10,PR-11,新北市,中和區,民享街,0.3432818785267325,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.0,-0.5200257416317812,-0.8193256863726953,0.0,297939,2765921,,0.0408776010174749,0.0523123220762104,-0.4384519028208025,25.00053688778966,121.47492426401057,0,0,2,0,3,3,15,10
11,PR-12,新北市,中和區,仁愛街,1.840404556063728,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34.75,-0.092569300059127,-0.8193256863726953,0.0,301600,2764363,,0.5229243851552868,0.2929053832826605,-0.2462888788257204,24.986351008627967,121.51113394977703,1,0,12,0,4,2,54,27
12,PR-13,新北市,中和區,中原街,1.8563868747923504,,18,20,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.333333333333333,1.6982663563682436,2.4124025392671284,2.0,299017,2767077,,1.3155858224523234,1.3115866424333744,-0.4384519028208025,25.010938835946018,121.48564457671736,1,0,2,2,0,1,1,9
13,PR-14,新竹市,新竹市,中山路,-0.4783054383724728,,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.33333333333333,-0.0046649511873309,0.944839530491874,1.0,246320,2744002,,-0.0185295730840162,-0.7052998706589939,-0.4384519028208025,24.80339486059388,120.9636004065708,0,1,12,0,7,1,46,21
14,PR-15,高雄市,鼓山區,文忠路,-0.7799987421324763,,7,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333333333,0.0556615627442934,0.184796372263005,1.0,178068,2507349,,-0.2776580086886147,-0.4783574795919169,0.3814436662248805,22.664921507912176,120.30003662801667,1,0,12,1,3,2,53,18
15,PR-16,新北市,汐止區,大同路二段,-1.1764804144123122,,27,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.75,-0.8997955102870562,0.2496781052825426,1.0,315896,2773192,,-1.3574541208095237,1.0471049084830215,-0.4384519028208025,25.06550340146561,121.65316107512437,0,1,45,2,4,3,27,14
16,PR-17,新北市,新莊區,中正路,0.7622829983986278,,2,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),11.416666666666666,-0.1672592696887573,-0.8193256863726953,0.0,291898,2768489,,0.2213622537639091,0.175168353330568,-0.4384519028208025,25.02390014908688,121.41515628001643,1,0,39,1,2,2,15,20
17,PR-18,台北市,北投區,大度路三段,-0.1592599028499643,,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,0.740511130425213,1.051430949023971,1.0,297058,2779430,,0.5534766461217678,-0.1234400559682174,-0.1245856302955022,25.122523847840466,121.46665828533745,1,0,25,1,1,1,7,7
18,PR-19,新北市,汐止區,康寧街,-0.8666156995730128,,20,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.416666666666668,-0.3287045117343432,-0.8193256863726953,0.0,314230,2774211,,0.1347975143588794,0.0847326636572213,-0.4384519028208025,25.074774388800318,121.63669605885367,0,0,18,0,0,0,0,3
19,PR-20,台北市,大安區,羅斯福路三段,0.5074551405345858,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.333333333333336,0.7726852711887464,-0.8193256863726953,0.0,303516,2768063,,1.1452852566947156,-0.0893133806197849,-0.4384519028208025,25.01968818084801,121.53025600071477,1,0,50,6,9,0,53,20
20,PR-21,高雄市,苓雅區,永裕街,-0.6582447170509677,,2,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,0.1412677587044086,0.4953018088565062,1.0,179132,2502607,,-0.0790683124064879,-0.940773930563179,-0.152342511539236,22.622143854982447,120.31060348354748,0,0,17,1,6,3,43,10
21,PR-22,新北市,汐止區,忠孝東路,-0.8563053014759011,,10,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.166666666666668,-0.7119215097571395,-0.8193256863726953,0.0,317196,2773893,,-0.8454208583157209,-0.375977453546619,0.4070654027575583,25.071774568202024,121.66608021783836,0,2,75,2,2,2,21,14
22,PR-23,台北市,信義區,光復南路,-0.4740995650228352,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.5,-0.888879283956572,-0.8193256863726953,0.0,306592,2769944,,-1.3687697730193311,0.2758420456084443,0.0483610913000716,25.03655786649193,121.56081018422744,0,0,23,3,20,2,47,13
23,PR-24,台北市,中正區,徐州路,1.914235658521366,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.25,1.0559326175534214,-0.8193256863726953,0.0,302721,2770312,,1.5549118666897583,3.212442459341072,3.5435929832995074,25.04001996868611,121.5224650838023,0,1,31,4,8,4,14,12
24,PR-25,台中市,北區,忠太東路,-0.8065558281401879,,7,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.33333333333333,0.3371852944252085,-0.8193256863726953,1.0,216648,2673261,,0.0120226878824647,-0.3555014483375594,-0.1032341831849374,24.164325445593356,120.67177222909518,0,0,6,2,3,2,33,10
25,PR-26,桃園市,桃園區,國聖一街,1.845403536959297,,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.833333333333334,3.0185552041289427,3.22496900517848,3.0,279126,2764303,,3.002749566934665,1.5504733698724031,0.942986725232731,24.98640740183114,121.28851514263731,0,0,10,1,0,0,27,9
26,PR-27,台北市,中山區,吉林路,-0.1961994876407814,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),8.666666666666666,-0.3327262793297849,0.6791333857451959,2.0,303387,2771521,,-0.8210922060646341,-1.1557719852583048,2.0895594350700537,25.050911396144986,121.52911176194102,2,0,47,2,11,2,58,36
27,PR-28,新北市,新店區,寶橋路,-0.1509923575226767,,5,28,住家用,鋼骨造,住宅大樓(11層含以上有電梯),9.083333333333334,0.8019867208126781,0.4350544853383642,1.0,304982,2763282,,0.3305582975885544,-0.3282001080588133,2.9265361618041887,24.976472917172668,121.54459087572515,1,0,19,0,2,1,33,23
28,PR-29,台北市,中山區,建國北路三段,-0.9478731726880107,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.833333333333333,-0.5062368241616959,-0.4315800914226018,1.0,304188,2773109,,-0.8063818581918839,-0.746251881077113,-0.4384519028208025,25.06521923410442,121.53711258532203,0,0,13,3,2,6,26,23
29,PR-30,台中市,西屯區,青海路二段,-0.5972475367002237,,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.166666666666668,-0.752139185711556,-0.8193256863726953,0.0,214065,2673780,,-1.0145898588523474,-0.2753037612687428,-0.1096396173181065,24.168954794020223,120.646339552315,0,0,10,2,5,2,43,17
30,PR-31,高雄市,三民區,鼎力路,-1.277205072745633,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.5,-0.8199346966061436,-0.8193256863726953,0.0,180335,2507165,,-1.046273685039809,-0.9441865980980224,-0.2633700365141722,22.663354759348234,120.32210354319535,0,0,24,1,3,1,28,12
31,PR-32,新北市,板橋區,民權路,-0.3415304370422584,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.416666666666668,-0.3367480469252267,-0.4176768629184151,1.0,296134,2767538,,-0.3792159872716397,0.0011223090535617,-0.4384519028208025,25.015191313384967,121.45709689195294,0,1,10,1,3,1,48,18
32,PR-33,台南市,安南區,樂活一街,-0.6789376139311846,,19,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,-0.1258925172785005,0.2713053496223885,1.0,166236,2546978,,-0.6411733359286902,-0.1643920663863366,0.5501200983983412,23.022226764733485,120.18277366378597,0,0,0,0,1,1,1,3
33,PR-34,宜蘭縣,宜蘭市,黎明三路一段,-0.03397294415476,,2,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.416666666666668,-0.0971656058824887,-0.8193256863726953,0.0,327532,2738646,,-0.2032575954091285,-0.1609793988514934,-0.4384519028208025,24.753081063636458,121.76656004189617,0,1,0,0,3,1,4,6
34,PR-35,新北市,鶯歌區,中山路,-0.3492692440055915,,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.916666666666666,0.1918271227613892,0.0318608587169522,1.0,284896,2760936,,0.1274423404225046,-0.1046703845265796,-0.4384519028208025,24.955887495157636,121.3455856948377,0,1,16,1,6,1,8,6
35,PR-36,台北市,大安區,敦化南路二段,0.0374307685410869,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.75,-0.0535007005605511,-0.8193256863726953,0.0,305468,2768354,,0.3792156020907278,-0.4493498055457491,-0.4384519028208025,25.022245075099534,121.54960813531368,1,0,11,2,9,3,45,17
36,PR-37,台南市,北區,海安路三段,-0.6002757655119626,,21,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.6666666666666667,0.0993264680662315,0.7393807092633382,1.0,168055,2546264,,-0.098304921163161,-0.4237547990344247,0.1060099984985963,23.015870099583758,120.20055702398173,0,0,2,0,1,0,13,5
37,PR-38,新北市,中和區,中原東街,2.0210648416021604,,21,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.166666666666667,1.731015035359697,4.24608389865263,3.0,299192,2767328,,1.438360648928738,1.2416269579690875,-0.4384519028208025,25.013199201939713,121.4873873148619,0,0,1,2,0,1,0,4
38,PR-39,台北市,大安區,信義路二段,-1.4615184597077506,,2,13,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.166666666666666,-1.5771760810050126,-0.2894582000464719,1.0,303077,2769690,,-1.7899949265294264,-1.3332306970701542,-0.212126563448817,25.034392133905907,121.52596897966737,2,0,42,2,13,4,55,15
39,PR-40,新北市,林口區,文化三路一段,-0.1646193871755026,,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.916666666666666,0.2561754042884555,0.649782125569691,1.0,287276,2774431,,-0.0281478774623525,0.1035023350988595,0.0569016701442977,25.07766615497188,121.36951967586864,0,0,15,1,1,1,19,10
40,PR-41,台中市,西屯區,福林路,-0.2723378120502206,,13,25,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.5,1.2748316823910313,1.0560653585253668,2.0,210974,2676126,,0.8966237993841896,1.5726557088488842,0.0633071042774673,24.190063642357103,120.615856055393,0,0,19,4,4,2,25,10
41,PR-42,台北市,士林區,社子街,0.3656811583088022,,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.41666666666666,-0.9147335042129824,-0.8193256863726953,0.0,301029,2775474,,-0.3209403783911295,-1.6420771089734696,-0.4384519028208025,25.086680269682002,121.50588922600299,0,0,0,0,3,0,23,13
42,PR-43,新北市,三重區,富福街,-0.1359473477119731,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.66666666666666,-0.8044221644522972,-0.8193256863726953,0.0,299448,2775054,,-0.4244785961108707,0.0659629922155835,-0.4384519028208025,25.082941138085243,121.49020092967687,0,0,19,0,2,2,38,26
43,PR-44,台北市,中山區,八德路二段,-1.3725942803154132,,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),43.25,-1.5162750288454678,-0.8193256863726953,0.0,304539,2771125,,-1.4776829255387316,-1.1608909865605694,-0.4384519028208025,25.047295233274887,121.54051301463899,0,0,14,1,6,3,43,19
44,PR-45,新竹縣,竹北市,嘉興二街,-0.2820954382213796,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,-0.2356293188112651,0.4937570056893744,1.0,253354,2746231,,-0.6083579445202475,-0.9305359279586491,0.74441826710448,24.82352037517555,121.0331804229019,0,0,2,0,2,1,4,9
45,PR-46,新北市,蘆洲區,信義路,0.4398727641964092,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.0,-0.406841710731495,-0.8193256863726953,0.0,298345,2775279,,0.2372041668576401,-0.019353696155498,-0.4384519028208025,25.08500814482402,121.47927459524988,0,0,35,2,6,2,50,27
46,PR-47,高雄市,左營區,明華一路,-0.1309964339403997,,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.75,1.4471931507671014,0.0519432998896662,1.0,178908,2507162,,1.2878624745382936,0.5949264601162892,-0.4384519028208025,22.66326831567122,120.30821859219532,0,0,5,2,1,2,91,15
47,PR-48,高雄市,左營區,光興街,-0.1324865147842714,,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.08333333333333,1.0559326175534214,-0.025296858466926,1.0,179253,2506795,,0.9022816254890936,1.1733736072722225,1.2653935766022577,22.659968594538356,120.3115920601806,0,0,12,3,1,1,67,8
48,PR-49,新北市,板橋區,忠孝路,0.4040146896954988,,9,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.5,0.400384499496434,3.4566894802482566,2.0,297028,2766274,,0.5577200157004459,0.623934134162457,1.404177982820928,25.003752338956467,121.4659113845579,0,0,12,1,5,3,45,13
49,PR-50,台北市,內湖區,文德路,0.6816744314575736,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.91666666666666,-0.0644169268910355,-0.8193256863726953,0.0,308605,2774155,,-0.164784377895782,1.3644829892234454,-0.4384519028208025,25.07449752108402,121.58093681493489,0,0,10,2,3,4,23,18
50,PR-51,新北市,三重區,五華街,-0.2557546542716496,,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,0.2366411045391675,-0.8193256863726953,0.0,299902,2774746,,0.7294350379842794,0.0011223090535617,-0.4384519028208025,25.080145596358857,121.49469033491546,0,0,17,4,2,3,14,16
51,PR-52,桃園市,中壢區,永園路,-0.0086175362469452,,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.833333333333333,0.0688759419864591,0.6327892907312408,1.0,270204,2766571,,-0.2264546824392343,0.0625503246807403,-0.4384519028208025,25.007028750287084,121.2001696448851,0,0,3,2,0,1,2,6
52,PR-53,新北市,新店區,中正路,0.6528101234980604,,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.83333333333333,0.7807288063796296,-0.8193256863726953,0.0,303884,2764816,,0.7161391466377549,0.6034581289533976,-0.4384519028208025,24.990361271323103,121.53377546255767,0,0,22,2,3,1,2,3
53,PR-54,台中市,北屯區,太原路三段,-0.8208317639669578,,8,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.9166666666666667,-0.686067289500729,-0.0546481186424311,1.0,222063,2673015,,-0.9826231413596404,-0.3537951145701378,-0.4384519028208025,24.16220959362662,120.72506721698305,0,0,0,0,2,0,3,5
54,PR-55,新北市,三峽區,二鬮路,1.919450941474916,其他,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.58333333333333,-0.0672896180306364,-0.8193256863726953,1.0,286222,2755755,,-0.3531899871890817,-0.0585993728061956,-0.2697754706473415,24.909080895822044,121.35858191147834,0,0,3,2,3,1,0,1
55,PR-56,台北市,士林區,天玉街,2.595587141162655,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,1.701139047507845,2.2610118288882077,2.0,303215,2779248,,1.3283159311883568,0.8338131875553177,1.5088000736626943,25.12067599538998,121.52770618973602,0,0,13,1,2,0,41,11
56,PR-57,新北市,板橋區,中山路二段,-0.2410220807669191,,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.0,-0.521749356315542,-0.8193256863726953,0.0,298672,2767958,,-0.1599752257066136,-0.0688373754107252,-0.3039377860242453,25.018903664947135,121.48225759075454,0,0,10,2,1,2,39,14
57,PR-58,高雄市,鳳山區,永忠街,0.2336648022541776,,14,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.083333333333333,-0.0477553182813487,0.0581225125581935,1.0,185070,2505127,,-0.3616767263464375,-0.2872480976406941,0.2298483917398714,22.645138763846546,120.36826088828094,0,0,0,0,1,0,2,6
58,PR-59,新竹縣,竹北市,光明九路,0.0543744297496268,,9,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.58333333333333,0.1516094468069726,1.1518431548875412,2.0,251344,2746238,,0.4389056674974639,0.1478670130518219,-0.4384519028208025,24.82358666538388,121.01329591934369,0,0,2,0,6,2,12,7
59,PR-60,台北市,南港區,研究院路三段,3.450436907866993,,2,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),18.0,0.9295342074109698,-0.8193256863726953,0.0,312208,2769854,,0.4671947980219835,0.1427480117495571,-0.4384519028208025,25.035524922704973,121.61645661535921,0,0,40,1,3,0,1,4
60,PR-61,桃園市,桃園區,大業路一段,-0.0985511252431955,,9,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.916666666666668,-0.355133270218674,0.901585041812182,1.0,282079,2766310,,-0.3766699655244329,-0.1046703845265796,0.8383646343909644,25.004467514359145,121.31781310797382,0,0,8,0,5,2,9,11
61,PR-62,桃園市,蘆竹區,中山路,0.4821237661887686,,12,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.166666666666666,0.3412070620206503,0.265126136953861,1.0,280010,2772202,,0.2751116017604963,0.4771894301641968,-0.0199635394537349,25.057704187064857,121.29744355179909,0,0,16,0,1,1,10,10
62,PR-63,台北市,大安區,溫州街,1.5289055590085687,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.833333333333336,-0.2005824869081308,-0.8193256863726953,0.0,303794,2768204,,0.4649316675800219,0.6307594692321437,-0.4384519028208025,25.020951274707492,121.53301592893874,1,0,55,4,15,1,42,12
63,PR-64,新北市,三重區,中正南路,0.333836688661546,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.083333333333336,-0.7636299502699608,-0.8193256863726953,0.0,299720,2772172,,-0.1834552040419648,-0.98343227474872,-0.4384519028208025,25.05691361972969,121.49279319109253,1,0,17,2,5,2,33,24
64,PR-65,桃園市,八德區,豐德路,0.2843035173838146,,5,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.75,-0.2046042545035724,1.074602996530949,1.0,279154,2757586,,-0.3500781828313846,-0.4476434717783275,-0.4384519028208025,24.9257636329446,121.2886510694328,0,0,4,1,3,1,5,8
65,PR-66,新北市,三重區,國道路一段,-1.1689098423829645,,9,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.583333333333333,-1.0738805933468871,-0.8193256863726953,0.0,299003,2773927,,-1.397624686154341,-1.051685625445585,0.0398205124558459,25.072781130710343,121.48574941766712,1,0,15,2,7,4,17,21
66,PR-67,高雄市,鼓山區,九如四路,-0.6624025232766094,,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),39.833333333333336,-1.0451536819508755,-0.8193256863726953,0.0,176576,2507781,,-0.7294354231651909,-0.4578814743828572,-0.4384519028208025,22.66875855643702,120.28549877676001,0,1,21,3,3,2,10,7
67,PR-68,新北市,永和區,秀朗路二段,-0.0099393821568311,,4,5,住家用,加強磚造,公寓(5樓含以下無電梯),44.91666666666666,-0.5372618884693883,-0.8193256863726953,0.0,302536,2766047,,-0.076805181964526,0.5932201263488677,-0.4384519028208025,25.001522055312574,121.52046940755545,0,0,41,1,6,2,63,18
68,PR-69,新北市,三重區,文化北路,0.5069985028566248,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.833333333333336,-0.2321820894437439,-0.8193256863726953,0.0,300420,2773104,,0.1811916884190914,0.1478670130518219,-0.4384519028208025,25.065304499256808,121.49976507105328,1,0,0,2,5,2,86,38
69,PR-70,新北市,板橋區,漢生東路,-0.9001184849981257,,5,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),13.833333333333334,0.5940038823055531,-0.0778201661494089,1.0,297369,2767226,,0.3877023412480836,0.2383027027251683,1.1180685915393611,25.012336440466488,121.46932227816046,1,1,39,1,2,2,18,15
70,PR-71,台中市,南屯區,大墩七街,-1.45096772599066,,2,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.6666666666666666,-0.8854320545890503,-0.3697879647373278,1.0,213542,2671036,,-1.277961664035624,-0.8827585824708436,0.6376610315516564,24.144166605022157,120.64126163189385,0,0,0,2,8,2,32,12
71,PR-72,新竹縣,竹北市,勝利八街一段,-0.8266719195324544,,18,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,0.0786430918611028,0.5725419672130986,1.0,252813,2746468,,-0.2903881174246485,-0.5653805017304202,1.2440421294916928,24.825661243701905,121.0278289013193,0,0,0,0,2,1,17,16
72,PR-73,新北市,林口區,文林街,-0.2432572020327264,,6,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),3.4166666666666665,-1.048600911318397,0.9293914988205552,1.0,288351,2775950,,-1.2281727943124696,-1.0602172942826933,-0.4384519028208025,25.09135289672142,121.38021840952729,0,0,0,0,0,0,0,2
73,PR-74,台北市,中山區,民權東路二段,-0.851282287018334,,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),36.25,-0.938289571557712,-0.8193256863726953,0.0,304158,2772746,,-1.1396278157707236,0.5915137925814461,-0.4384519028208025,25.06194317905611,121.53680095469245,1,0,45,2,2,7,57,32
74,PR-75,新竹市,新竹市,關東路,-0.6593983280268683,,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.75,-0.5206002798597016,-0.8193256863726953,1.0,252288,2741937,,-0.8677692714300912,-0.997082944888093,-0.4384519028208025,24.78475345322123,121.02262766990965,0,2,0,0,2,1,21,9
75,PR-76,高雄市,前鎮區,管仲南路,-0.4945040591590771,,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.5,0.639966940539172,-0.8193256863726953,0.0,179451,2500781,,0.5087798198930271,-0.3316127755936566,0.1487128927197257,22.605667423140126,120.3137883140977,0,0,10,3,3,1,24,6
76,PR-77,新北市,板橋區,國慶路,-1.0137010990003386,,4,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.0,-0.3608786524978764,-0.8193256863726953,0.0,296755,2765418,,-0.1265940516876804,-1.089224968328861,0.159388616275008,24.996032743794213,121.46317784170216,0,0,24,0,8,2,18,19
77,PR-78,新竹市,新竹市,金雅東街,0.6621351455532571,其他,9,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.1666666666666666,0.1372459911089667,0.8166208676199306,1.0,246792,2746447,,-0.1995800084409407,-0.1370907261075905,-0.4384519028208025,24.82547086493221,120.96826342755935,0,0,0,0,3,0,2,7
78,PR-79,高雄市,前金區,市中一路,-1.0963525187112166,,20,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.0,-0.3924782550334894,0.9664667748317196,1.0,177205,2502713,,-0.5325430747145354,-0.5022461523358198,-0.4384519028208025,22.623019446786476,120.29185401199089,1,0,2,2,4,2,8,6
79,PR-80,新竹市,新竹市,湳中街,0.8018903085712145,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.75,-0.6889399806403302,-0.8193256863726953,0.0,246510,2746030,,0.0465354271223789,-1.6420771089734696,-0.4384519028208025,24.82170532284261,120.96547466065189,0,0,0,0,6,0,8,8
80,PR-81,高雄市,三民區,愛國路,-1.0035829693992104,,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.0833333333333333,0.1113917708525565,0.547825116538989,1.0,179955,2505945,,-0.1639357039800464,-0.3264937742913917,0.0376853677447893,22.652321883103383,120.31846043730074,0,0,5,2,4,3,38,7
81,PR-82,台北市,萬華區,長沙街二段,-0.6895123812102734,,4,11,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),33.666666666666664,0.0619814832514161,-0.8193256863726953,0.0,300841,2770352,,0.3611105585550354,-1.343468699674684,0.1657940504081774,25.04044542787745,121.50383633904741,2,1,48,1,11,2,45,32
