ID,鄰近捷運站點統計,鄰近火車站點統計,鄰近公車站點統計,鄰近腳踏車站點統計,鄰近國小統計,鄰近國中統計,鄰近醫療機構統計,鄰近便利商店統計,主要用途_一般事務所,主要用途_住商用,主要用途_住家用,主要用途_住工用,主要用途_其他,主要用途_商業用,主要用途_國民住宅,主要用途_工業用,主要用途_店鋪,主要用途_廠房,主要用途_辦公室,主要用途_集合住宅,主要建材_其他,主要建材_加強磚造,主要建材_磚造,主要建材_鋼筋混凝土加強磚造,主要建材_鋼筋混凝土造,主要建材_鋼骨造,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地面積,移轉層次,總樓層數,屋齡,建物面積,車位面積,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積
TR-658,0,0,68,2,2,1,20,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05512755660067811,0.045454545454545456,0.07575757575757576,0.43273231622746183,0.09709186028619785,0.0,0.902763209787452,0.9481804223682797,0.1255165804867336,0.10269972451790636,0.0
TR-659,0,1,2,0,3,1,32,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.062465820846549266,0.045454545454545456,0.045454545454545456,0.6934812760055477,0.05220033851361747,0.0,0.569989287282634,0.03787307402219575,0.0988240931142566,0.0,0.0
TR-660,0,0,42,5,4,1,56,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02678620255933501,0.11363636363636363,0.2424242424242424,0.1955617198335645,0.10043852900446221,0.045009376953531986,0.675446619620216,0.6071847053119281,0.09678771786220525,0.06071625344352618,0.018693341669271647
TR-661,1,0,71,2,1,1,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.010161462320901246,0.29545454545454547,0.25757575757575757,0.2233009708737864,0.03915987074934603,0.0,0.9165303102772161,0.9003171802607479,0.04022839345964181,0.02512396694214876,0.0
TR-662,0,0,0,2,1,1,17,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13737627146450834,0.06818181818181819,0.045454545454545456,0.565880721220527,0.13875211571010923,0.0,0.9082202624196197,0.9016337140394359,0.22597775958793348,0.11757575757575758,0.0
TR-663,0,0,40,0,1,0,15,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1315851835648401,0.045454545454545456,0.06060606060606061,0.3217753120665741,0.14871518695183872,0.039070639716607625,0.9124550023914814,0.9619956093093425,0.1392321667431971,0.17267217630853998,0.010378243201000304
TR-664,0,0,71,1,4,3,38,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.039724151445550325,0.15909090909090912,0.12121212121212122,0.2912621359223301,0.08532081858747498,0.12325484475932483,0.8899890635183025,0.9345268559422468,0.09550999221385931,0.048264462809917356,0.010253204126289463
TR-665,0,0,0,0,1,1,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10540623063181304,0.20454545454545453,0.18181818181818182,0.1581137309292649,0.16694876134789965,0.08626797249426962,0.7642614798094647,0.8507468214632041,0.1804188544390984,0.1256198347107438,0.024070021881838072
TR-666,1,0,10,1,3,3,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.057187420248641936,0.15909090909090912,0.12121212121212122,0.001386962552011095,0.08778273580550852,0.13909147739112313,0.5657685325814852,0.03969467191035392,0.08009742658068635,0.06920110192837467,0.0
TR-667,0,0,0,0,0,0,7,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07602583032556783,0.045454545454545456,0.030303030303030304,0.6962552011095701,0.08489767656562547,0.0,0.84823184222377,0.8954887673742054,0.13527920301862684,0.10831955922865015,0.0
TR-668,2,0,65,0,4,2,47,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03692146086259069,0.20454545454545453,0.18181818181818182,0.44244105409153944,0.1292891214032928,0.0,0.9021450608219423,0.938062304708545,0.1500329413643714,0.0862809917355372,0.0
TR-669,0,0,17,0,10,1,37,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05291388676218601,0.15909090909090912,0.2727272727272727,0.3522884882108183,0.29816125557778117,0.09085226088768494,0.6697322380069312,0.594867875228962,0.3131825350875442,0.1732231404958678,0.0
TR-670,1,1,0,0,2,1,21,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04210643844106603,0.06818181818181819,0.196969696969697,0.15256588072122051,0.1346360978612094,0.09064388414252969,0.570266195642749,0.06941601120568919,0.12695402184112278,0.09906336088154272,0.00656455142231947
TR-671,1,0,58,4,6,2,37,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06592816909110795,0.045454545454545456,0.045454545454545456,0.6768377253814145,0.08078165871672563,0.0,0.8992333274595197,0.9461399633660168,0.12984886901315656,0.09917355371900828,0.0
TR-672,1,0,14,1,10,7,38,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0855037095774545,0.06818181818181819,0.06060606060606061,0.6282940360610263,0.11082474226804122,0.0,0.916874347936753,0.9298230255360416,0.15316736209547005,0.16209366391184576,0.020443888715223506
TR-673,0,0,0,0,2,0,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08565067993729264,0.06818181818181819,0.045454545454545456,0.4895977808599168,0.11224803815971686,0.08366326317982911,0.7573891177811529,0.8502249218834184,0.13507955838607277,0.11636363636363639,0.0
TR-674,0,0,7,2,2,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07512577928469867,0.2727272727272727,0.25757575757575757,0.005547850208044382,0.15160024619172174,0.07314023754948946,0.8924756446510536,0.9260754498437667,0.1452215057198187,0.12275482093663914,0.018318224445139104
TR-675,0,0,0,3,7,0,32,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08029024937110357,0.06818181818181819,0.09090909090909091,0.4521497919556172,0.10528542852746572,0.13304855178162117,0.893219661052979,0.9118191735804331,0.1304478029108187,0.09377410468319561,0.008502657080337601
TR-676,0,0,9,1,2,0,44,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08530319187721025,0.29545454545454547,0.196969696969697,0.45769764216366154,0.15821664871518695,0.11762867264013335,0.8282021375087758,0.9022667277233047,0.1857294016650362,0.1541597796143251,0.0066895904970303245
TR-677,1,0,38,4,0,1,2,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06141993875095701,0.045454545454545456,0.045454545454545456,0.6879334257975035,0.0656639482997384,0.0,0.8873710208408505,0.9031388050856588,0.09790572780450796,0.1322314049586777,0.0
TR-678,1,0,0,5,8,1,45,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09080945349812242,0.06818181818181819,0.045454545454545456,0.6477115117891815,0.11305585474688412,0.0,0.9150730450689334,0.9235939015192329,0.11787019105991334,0.3505234159779615,0.0
TR-679,0,0,1,4,1,1,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07842178898246381,0.4318181818181818,0.3030303030303031,0.00277392510402219,0.15479304508385905,0.09752031673265261,0.8969201636836085,0.9287253528714583,0.15099123560063085,0.11206611570247935,0.03857455454829635
TR-680,0,1,0,0,4,1,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05934184622115278,0.06818181818181819,0.07575757575757576,0.11511789181692095,0.12640406216340974,0.0984580120858512,0.7618308397595652,0.8419654401465362,0.12487771766256063,0.1475482093663912,0.0
TR-681,0,1,3,2,2,1,23,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08626020817383061,0.0909090909090909,0.12121212121212122,0.19833564493758668,0.1322511155562394,0.08220462596374244,0.6784338734444882,0.609615747225515,0.11980674399568765,0.11823691460055098,0.021944357611753673
TR-682,1,0,17,3,1,2,12,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04360804258266798,0.25,0.31818181818181823,0.14979195561719832,0.1469072164948453,0.07689101896228381,0.919321770311508,0.9063813166684618,0.149374114076943,0.06269972451790634,0.053829321663019694
TR-683,0,2,1,0,2,1,34,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.049031134930183386,0.11363636363636363,0.15151515151515152,0.44382801664355065,0.11682566548699796,0.0,0.7889818443215606,0.819301530007543,0.11735111501527277,0.11173553719008265,0.012191309784307592
TR-684,0,0,11,0,10,3,22,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04167350249735682,0.3181818181818182,0.31818181818181823,0.45769764216366154,0.14090629327588858,0.09991664930193789,0.5733988962824353,0.039364696692166135,0.17043662281139568,0.11261707988980718,0.022006877149109094
TR-685,0,0,24,0,6,4,43,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.042630518793977175,0.06818181818181819,0.10606060606060605,0.4077669902912621,0.11205570087705799,0.020316732652635956,0.6646695700088667,0.5980531462126919,0.09728682944359038,0.19217630853994494,0.01431697405439199
TR-686,0,0,5,0,2,1,21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.026850003645776374,0.18181818181818182,0.31818181818181823,0.04576976421636616,0.07124172949684565,0.08939362367159824,0.5260671460817468,0.16747925870057045,0.06728024117071608,0.038677685950413224,0.02050640825257893
TR-687,0,0,17,2,13,2,15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09193394764665133,0.13636363636363635,0.18181818181818182,0.4563106796116505,0.18802892752731187,0.0,0.9074762460176942,0.9098763603060007,0.1919982431272335,0.10964187327823692,0.0
TR-688,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15458661453206457,0.18181818181818182,0.15151515151515152,0.3647711511789182,0.138790583166641,0.11637841216920192,0.9429904424659948,0.9443250996659849,0.14420331809379303,0.11250688705234162,0.0
TR-689,1,0,31,1,12,5,76,49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.009256854059571981,0.11363636363636363,0.15151515151515152,0.7253814147018031,0.03939067548853668,0.0,0.9127486930764519,0.9377963042775566,0.050530056499430986,0.0,0.0
TR-690,0,0,0,1,3,2,25,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09232814721644975,0.15909090909090912,0.18181818181818182,0.12205270457697641,0.14394522234189874,0.05365701187747448,0.5690187094951598,0.0530755037172721,0.12767274251831737,0.0747107438016529,0.039137230384495146
TR-691,1,0,7,0,10,5,34,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.051959149075795685,0.15909090909090912,0.196969696969697,0.11095700416088766,0.0976304046776427,0.11721191914982287,0.5713150909462155,0.02282889774808794,0.09620874842779849,0.04870523415977962,0.00693966864645202
TR-692,1,0,19,6,0,1,64,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.059630090415253925,0.11363636363636363,0.09090909090909091,0.46879334257975036,0.13732881981843356,0.0,0.5647923606857258,0.04629080918004469,0.17375072371179298,0.18677685950413223,0.0
TR-693,0,0,17,1,13,2,18,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06809854533522915,0.06818181818181819,0.045454545454545456,0.7156726768377254,0.06824126788736726,0.0,0.9079433540595045,0.9097383094494127,0.10485336101738901,0.11856749311294768,0.0
TR-694,0,2,11,1,1,2,15,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14658185679390426,0.045454545454545456,0.030303030303030304,0.8710124826629682,0.0950915525465456,0.0,0.5689683625205934,0.03434099234996246,0.17237317574717,0.0,0.0
TR-695,0,0,31,1,5,3,84,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0951376736300995,0.0,0.10606060606060605,0.16088765603328709,0.17937374980766269,0.03896645134403001,0.910897043234066,0.9192133121430874,0.15813851344606597,0.11900826446280993,0.0735229759299781
TR-696,1,0,20,4,16,3,38,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0708556637135878,0.0,0.030303030303030304,0.8044382801664355,0.07139559932297275,0.0,0.9122144557352198,0.9550896993858426,0.1195871348998782,0.06688705234159781,0.0
TR-697,0,0,20,3,5,2,67,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024634055197054208,0.0909090909090909,0.31818181818181823,0.27600554785020803,0.12394214494537618,0.04730152115023963,0.6645073408685972,0.6018310257515349,0.1284713210485336,0.051680440771349874,0.021819318537042817
TR-698,0,0,2,2,9,2,62,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07212257100149477,0.045454545454545456,0.030303030303030304,0.723994452149792,0.07885828589013694,0.0,0.8842299290387364,0.9241663075099673,0.12543672263371197,0.10534435261707992,0.0
TR-699,0,0,0,0,1,0,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10408805461372997,0.06818181818181819,0.045454545454545456,0.4271844660194175,0.10286197876596397,0.0,0.5493861864684115,0.17604177890313544,0.13016830042524305,0.09928374655647385,0.0
TR-700,1,0,3,4,0,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08190920193955302,0.25,0.18181818181818182,0.10124826629680998,0.10740113863671333,0.06740987705772035,0.9019968169523858,0.9200012121538634,0.10706941643873902,0.07294765840220388,0.0
TR-701,0,0,43,1,1,0,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1038351288781946,0.11363636363636363,0.22727272727272727,0.1927877947295423,0.1615633174334513,0.08710147947489058,0.8861039553142631,0.9851679506518689,0.16590468965241867,0.05719008264462811,0.048265082838387
TR-702,1,0,13,2,7,3,20,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09792441394144881,0.045454545454545456,0.045454545454545456,0.6809986130374478,0.09474534543775963,0.0,0.901856964245257,0.9432711992242222,0.15380622491964302,0.09917355371900828,0.0
TR-703,1,0,2,1,4,2,22,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09922663968792152,0.06818181818181819,0.045454545454545456,0.6380027739251041,0.08705185413140482,0.0,0.9218111484984015,0.9227824318500168,0.1437042065124079,0.08220385674931131,0.0
TR-704,0,0,2,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09487791206387397,0.0,0.030303030303030304,0.44660194174757273,0.08432066471764885,0.0,0.9275003566244032,0.9219507596164203,0.09644832198686337,0.07966942148760332,0.019130978430759605
TR-705,1,0,92,6,2,2,53,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.029626490211090456,0.0909090909090909,0.40909090909090906,0.22884882108183077,0.12174949992306507,0.0,0.9182281221417603,0.906694456416334,0.14947393639322004,0.0484848484848485,0.0
TR-706,2,2,33,2,6,2,76,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06568663640672281,0.045454545454545456,0.030303030303030304,0.912621359223301,0.043122018772118784,0.0,0.9115012069288626,0.935483110656179,0.083231847311785,0.0,0.0
TR-707,0,0,0,0,1,2,16,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.13182215902876515,0.3409090909090909,0.25757575757575757,0.11511789181692095,0.24734574549930757,0.10929360283392373,0.7734553967761154,0.8473595248356851,0.25039429814929426,0.12440771349862259,0.040387621131603636
TR-708,0,0,18,2,5,4,47,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10359701410915452,0.02272727272727272,0.030303030303030304,0.8169209431345353,0.09039852284966916,0.0,0.920717500328654,0.933584069604569,0.16430753259198624,0.0,0.0
TR-709,0,0,13,3,19,1,19,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0961801378103467,0.06818181818181819,0.045454545454545456,0.6629680998613038,0.08701338667487303,0.0,0.9052609791367732,0.9134892522357507,0.13032801613128628,0.1555922865013774,0.0
TR-710,0,0,19,0,8,2,38,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12378094352692405,0.06818181818181819,0.07575757575757576,0.6282940360610263,0.15921680258501306,0.0,0.9132913215801118,0.9590089968753368,0.18137714867535784,0.3262809917355372,0.0
TR-711,0,0,16,0,10,3,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14198134273943636,0.02272727272727272,0.030303030303030304,0.6837725381414702,0.08039698415140789,0.0,0.8886408834215804,0.9841780249973056,0.1139970851883647,0.12539944903581268,0.0
TR-712,0,0,17,0,1,0,3,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07220801888512159,0.02272727272727272,0.06060606060606061,0.18723994452149792,0.09624557624249883,0.0,0.8848732514915292,0.9843968861114103,0.11329832897442549,0.0575206611570248,0.0
TR-713,0,0,0,2,6,2,28,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09115352364285975,0.02272727272727272,0.045454545454545456,0.6560332871012481,0.11282505000769347,0.0,0.5718017783670238,0.03027354272168914,0.17367086585877137,0.1609917355371901,0.0
TR-714,0,0,5,2,5,3,36,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06488342630063072,0.02272727272727272,0.12121212121212122,0.4549237170596393,0.16456377904292968,0.0,0.6767052939843757,0.5834736289192968,0.20820938729062266,0.10776859504132232,0.021756798999687403
TR-715,0,0,2,0,9,2,12,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12610512596157347,0.0909090909090909,0.196969696969697,0.21081830790568654,0.22957378058162792,0.0988747655761617,0.7729183623807406,0.8441237474410084,0.24358641617920102,0.1306887052341598,0.07108471397311662
TR-716,0,0,31,2,2,3,22,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13375328119873126,0.02272727272727272,0.030303030303030304,0.872399445214979,0.10993999076781041,0.0,0.9246641437238301,0.9394663829328742,0.1709357343927808,0.1487603305785124,0.0
TR-717,0,0,3,0,2,1,17,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08220314265922929,0.20454545454545453,0.15151515151515152,0.4549237170596393,0.21937990460070778,0.07084809335278182,0.5446451796967434,0.16299092231440504,0.24913653696420368,0.2863911845730027,0.0
TR-718,0,0,20,1,3,2,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15571338729082357,0.13636363636363635,0.18181818181818182,0.13453536754507628,0.3330512386521003,0.15763700770993958,0.8701327761601482,0.8942328412886535,0.3571442831759468,0.19338842975206616,0.07658643326039388
TR-719,0,1,24,2,2,1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024665955740274893,0.15909090909090912,0.196969696969697,0.09015256588072122,0.04292968148945989,0.07251510731402375,0.9452588533756249,0.9396044337894622,0.042204875321926946,0.03658402203856749,0.0
TR-720,1,0,46,2,5,4,70,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07801163914105506,0.06818181818181819,0.07575757575757576,0.361997226074896,0.10128481304816123,0.0,0.9040470576388948,0.9421061846783747,0.12242208868214577,0.07669421487603308,0.0
TR-721,0,0,22,1,6,4,56,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05965515512778446,0.045454545454545456,0.030303030303030304,0.7669902912621359,0.03962148022772731,0.0,0.9174533381442666,0.9340184247387135,0.07085388009343367,0.03526170798898072,0.0
TR-722,0,0,40,1,8,4,11,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10312648109664951,0.11363636363636363,0.07575757575757576,0.46185852981969483,0.10382366517925833,0.08335069806209626,0.9053309054903376,0.9688476457278306,0.11064305536145658,0.11603305785123968,0.0922163175992498
TR-723,1,0,10,0,1,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1459290349629953,0.15909090909090912,0.2424242424242424,0.09847434119278779,0.26230958609016775,0.21129401958741406,0.8234051896542561,0.9166711561254175,0.26375052406716043,0.13586776859504135,0.0336980306345733
TR-724,0,0,13,0,0,1,32,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02896227532903132,0.15909090909090912,0.3484848484848485,0.3966712898751733,0.104900753962148,0.0,0.8459941989097083,0.9119067180260743,0.14643933797839842,0.11548209366391186,0.0
