ID,單價
TR-132,1.0206181018785152
TR-133,2.1917532953537644
TR-134,0.9737726941395052
TR-135,1.395381363790595
TR-136,1.7467219218331695
TR-137,1.395381363790595
TR-138,1.6530311063551495
TR-139,1.8638354411806943
TR-140,0.8332364709224753
TR-141,3.643960935263073
TR-142,3.550270119785053
TR-143,2.1449078876147545
TR-144,2.753898188221884
TR-145,1.7232992179636646
TR-146,1.32511325218208
TR-147,3.105238746264458
TR-148,1.9575262566587144
TR-149,1.1705234066433472
TR-150,0.9971953980090102
TR-151,1.4890721792686148
TR-152,2.098062479875745
TR-153,3.573692823654558
TR-154,1.9106808489197045
TR-155,1.6530311063551495
TR-156,3.175506857872974
TR-157,1.0206181018785152
TR-158,1.13773162122604
TR-159,1.7935673295721797
TR-160,1.4188040676601
TR-161,2.26202140696228
TR-162,3.925033381697133
TR-163,1.9575262566587144
TR-164,2.8007435959608937
TR-165,2.379134926309804
TR-166,1.301690548312575
TR-167,0.9503499902700004
TR-168,1.5827629947466348
TR-169,2.613361965004854
TR-170,1.6061856986161398
TR-171,1.2079997328345549
TR-172,0.7161229515749503
TR-173,2.1917532953537644
TR-174,3.362888488829013
TR-175,2.379134926309804
TR-176,1.676453810224655
TR-177,1.0440408057480202
TR-178,1.4703340161730107
TR-179,2.1449078876147545
TR-180,2.5196711495268342
TR-181,1.8732045227284964
TR-182,1.0440408057480202
TR-183,4.861941536477332
TR-184,1.058094428069723
TR-185,1.348535956051585
TR-186,1.7935673295721797
TR-187,0.9503499902700004
TR-188,2.0043716643977243
TR-189,2.660207372743864
TR-190,2.2151759992232694
TR-191,1.348535956051585
TR-192,1.301690548312575
TR-193,2.0043716643977243
TR-194,2.1917532953537644
TR-195,0.9269272864004954
TR-196,1.0674635096175251
TR-197,1.348535956051585
TR-198,2.26202140696228
TR-199,1.8638354411806943
TR-200,0.8332364709224753
TR-201,3.925033381697133
TR-202,1.2079997328345549
TR-203,1.2079997328345549
TR-204,1.5359175870076247
TR-205,4.651137201651787
TR-206,1.4422267715296049
TR-207,4.206105828131193
TR-208,0.8332364709224753
TR-209,1.0206181018785152
TR-210,0.7161229515749503
TR-211,2.707052780482874
TR-212,1.254845140573565
TR-213,5.4709318370844615
TR-214,9.921245572290408
TR-215,2.707052780482874
TR-216,1.5359175870076247
TR-217,2.379134926309804
TR-218,3.222352265611983
TR-219,1.0206181018785152
TR-220,0.8332364709224753
TR-221,1.2314224367040598
TR-222,2.0324789090411306
TR-223,1.348535956051585
TR-224,0.9503499902700004
TR-225,0.9737726941395052
TR-226,1.3813277414688918
TR-227,2.379134926309804
TR-228,1.676453810224655
TR-229,2.5899392611353487
TR-230,0.8098137670529704
TR-231,0.9035045825309904
TR-232,1.6296084024856448
TR-233,1.254845140573565
TR-234,1.114308917356535
TR-235,6.033076729952581
TR-236,2.26202140696228
TR-237,2.238598703092774
TR-238,1.254845140573565
TR-239,2.8944344114389136
TR-240,2.472825741787824
TR-241,3.690806343002083
TR-242,2.1449078876147545
TR-243,2.5196711495268342
TR-244,1.55934029087713
TR-245,2.355712222440299
TR-246,0.8519746340180794
TR-247,0.8800818786614852
TR-248,5.049323167433371
TR-249,1.7232992179636646
TR-250,1.4656494753991098
TR-251,1.13773162122604
TR-252,2.660207372743864
TR-253,0.7395456554444555
TR-254,1.8169900334416844
TR-255,2.0277943682672293
TR-256,1.4890721792686148
TR-257,3.222352265611983
TR-258,1.32511325218208
TR-259,0.1774148161986577
TR-260,1.4890721792686148
TR-261,2.285444110831784
TR-262,1.9575262566587144
TR-263,2.0277943682672293
TR-264,2.8710117075694086
TR-265,3.1989295617424784
TR-266,1.5359175870076247
TR-267,1.4890721792686148
TR-268,0.9831417756873072
TR-269,2.1449078876147545
TR-270,1.9106808489197045
TR-271,1.1517852435477431
TR-272,1.0674635096175251
TR-273,1.2314224367040598
TR-274,1.114308917356535
TR-275,2.285444110831784
TR-276,3.597115527524063
TR-277,0.8894509602092873
TR-278,0.8426055524702774
TR-279,1.9575262566587144
TR-280,2.402557630179309
TR-281,3.901610677827628
TR-282,1.4188040676601
TR-283,1.6530311063551495
TR-284,2.051217072136734
TR-285,1.4422267715296049
TR-286,0.7161229515749503
TR-287,3.034970634655944
TR-288,2.44940303791832
TR-289,4.393487459087233
TR-290,1.6998765140941594
TR-291,1.8404127373111896
TR-292,2.0043716643977243
TR-293,1.348535956051585
TR-294,2.051217072136734
TR-295,1.395381363790595
TR-296,1.5218639646859218
TR-297,2.8241662998303987
TR-298,0.8332364709224753
TR-299,2.285444110831784
TR-300,1.4656494753991098
TR-301,1.395381363790595
TR-302,1.5124948831381198
TR-303,1.114308917356535
TR-304,1.1705234066433472
TR-305,2.1449078876147545
TR-306,2.332289518570794
TR-307,1.13773162122604
TR-308,1.55934029087713
TR-309,4.112415012653173
TR-310,1.4422267715296049
TR-311,1.4890721792686148
TR-312,1.0206181018785152
TR-313,1.6998765140941594
TR-314,2.051217072136734
TR-315,0.8472900932441783
TR-316,3.175506857872974
TR-317,0.7395456554444555
TR-318,1.9668953382065164
TR-319,1.5406021277815256
TR-320,1.2314224367040598
TR-321,2.753898188221884
TR-322,1.7232992179636646
TR-323,1.8638354411806943
TR-324,2.0277943682672293
TR-325,3.4800020081765384
TR-326,2.051217072136734
TR-327,1.5827629947466348
TR-328,1.7701446257026745
TR-329,1.0674635096175251
TR-330,3.878187973958122
TR-331,0.9035045825309904
TR-332,2.1449078876147545
TR-333,1.9106808489197045
TR-334,4.346642051348223
TR-335,1.5827629947466348
TR-336,4.627714497782282
TR-337,1.676453810224655
TR-338,1.4890721792686148
TR-339,1.5359175870076247
TR-340,3.3769421111507163
TR-341,1.6061856986161398
TR-342,2.9647025230474284
TR-343,1.2079997328345549
TR-344,2.0043716643977243
TR-345,2.5196711495268342
TR-346,1.7467219218331695
TR-347,1.5124948831381198
TR-348,1.8872581450501995
TR-349,2.753898188221884
TR-350,1.4890721792686148
TR-351,3.269197673350993
TR-352,2.472825741787824
TR-353,0.9269272864004954
TR-354,1.7467219218331695
TR-355,3.597115527524063
TR-356,1.254845140573565
TR-357,1.09088621348703
TR-358,0.9971953980090102
TR-359,0.9035045825309904
TR-360,2.379134926309804
TR-361,2.1917532953537644
TR-362,0.8566591747919803
TR-363,2.8944344114389136
TR-364,2.543093853396339
TR-365,2.5196711495268342
TR-366,1.6624001879029515
TR-367,2.847589003699904
TR-368,1.301690548312575
TR-369,1.114308917356535
TR-370,0.9269272864004954
TR-371,5.658313468040501
TR-372,1.259529681347466
TR-373,1.9575262566587144
TR-374,1.400065904564496
TR-375,2.1917532953537644
TR-376,2.0277943682672293
TR-377,2.1449078876147545
TR-378,1.32511325218208
TR-379,1.4422267715296049
TR-380,1.8169900334416844
TR-381,2.1449078876147545
TR-382,1.114308917356535
TR-383,1.8169900334416844
TR-384,3.362888488829013
TR-385,2.472825741787824
TR-386,2.988125226916934
TR-387,3.222352265611983
TR-388,3.714229046871588
TR-389,0.9269272864004954
TR-390,1.348535956051585
TR-391,0.8660282563397823
TR-392,0.7629683593139605
TR-393,4.370064755217728
TR-394,2.683630076613369
TR-395,2.472825741787824
TR-396,1.98094896052822
TR-397,1.348535956051585
TR-398,5.517777244823472
TR-399,2.660207372743864
TR-400,1.27826784444307
TR-401,1.7467219218331695
TR-402,3.3160430810900032
TR-403,2.332289518570794
TR-404,1.5827629947466348
TR-405,1.395381363790595
TR-406,3.4565793043070334
TR-407,3.3488348665073104
TR-408,0.9737726941395052
TR-409,2.660207372743864
TR-410,2.988125226916934
TR-411,2.707052780482874
TR-412,0.8238673893746735
TR-413,0.9035045825309904
TR-414,2.8007435959608937
TR-415,1.503125801590318
TR-416,1.5359175870076247
TR-417,1.0440408057480202
TR-418,1.9575262566587144
TR-419,1.18457702896505
TR-420,5.213282094519906
TR-421,0.7723374408617623
TR-422,2.566516557265844
TR-423,3.550270119785053
TR-424,1.8872581450501995
TR-425,1.0440408057480202
TR-426,1.114308917356535
TR-427,2.472825741787824
TR-428,1.9575262566587144
TR-429,0.8566591747919803
TR-430,1.8638354411806943
TR-431,1.9575262566587144
TR-432,4.299796643609213
TR-433,1.6296084024856448
TR-434,4.861941536477332
TR-435,1.348535956051585
TR-436,1.5827629947466348
TR-437,2.098062479875745
TR-438,1.5827629947466348
TR-439,2.566516557265844
TR-440,1.9106808489197045
TR-441,1.32511325218208
TR-442,1.8169900334416844
TR-443,0.7629683593139605
TR-444,5.096168575172381
TR-445,1.9106808489197045
TR-446,3.0818160423949537
TR-447,2.8944344114389136
TR-448,0.9175582048526932
TR-449,1.37195865992109
TR-450,1.6108702393900407
TR-451,0.9737726941395052
TR-452,1.37195865992109
TR-453,1.8169900334416844
TR-454,1.6061856986161398
TR-455,1.348535956051585
TR-456,2.1683305914842594
TR-457,1.6296084024856448
TR-458,2.8944344114389136
TR-459,2.0043716643977243
TR-460,0.9269272864004954
TR-461,1.13773162122604
TR-462,1.7701446257026745
TR-463,1.7701446257026745
TR-464,1.4188040676601
TR-465,0.8566591747919803
TR-466,2.1683305914842594
TR-467,2.1917532953537644
TR-468,1.7232992179636646
TR-469,1.5124948831381198
TR-470,2.660207372743864
TR-471,2.285444110831784
TR-472,1.4422267715296049
TR-473,3.222352265611983
TR-474,4.252951235870203
TR-475,1.5406021277815256
TR-476,2.941279819177924
TR-477,1.2314224367040598
TR-478,1.348535956051585
TR-479,1.6998765140941594
TR-480,2.425980334048814
TR-481,1.5827629947466348
TR-482,1.9575262566587144
TR-483,3.8313425662191127
TR-484,0.9175582048526932
TR-485,2.8007435959608937
TR-486,1.7935673295721797
TR-487,2.988125226916934
TR-488,1.9106808489197045
TR-489,1.55934029087713
TR-490,1.4890721792686148
TR-491,2.660207372743864
TR-492,1.254845140573565
TR-493,2.8007435959608937
TR-494,2.660207372743864
TR-495,4.018724197175153
TR-496,1.5124948831381198
TR-497,1.7467219218331695
TR-498,1.7701446257026745
TR-499,3.878187973958122
TR-500,2.074639776006239
TR-501,2.285444110831784
TR-502,2.2151759992232694
TR-503,1.395381363790595
TR-504,1.395381363790595
TR-505,1.6998765140941594
TR-506,1.9341035527892088
TR-507,1.9575262566587144
TR-508,1.6389774840334468
TR-509,0.8894509602092873
TR-510,1.0206181018785152
TR-511,1.9575262566587144
TR-512,2.238598703092774
TR-513,6.969984884732781
TR-514,3.503424712046044
TR-515,2.1449078876147545
TR-516,3.3863111926985185
TR-517,2.1449078876147545
TR-518,1.7232992179636646
TR-519,1.6436620248073477
TR-520,1.8169900334416844
TR-521,1.161154325095545
TR-522,3.222352265611983
TR-523,2.238598703092774
TR-524,1.09088621348703
TR-525,2.1917532953537644
TR-526,2.051217072136734
TR-527,1.0557521576827726
TR-528,1.13773162122604
TR-529,1.13773162122604
TR-530,1.0440408057480202
TR-531,2.566516557265844
TR-532,1.2314224367040598
TR-533,1.32511325218208
TR-534,1.9575262566587144
TR-535,1.8638354411806943
TR-536,1.254845140573565
TR-537,1.676453810224655
TR-538,3.690806343002083
TR-539,2.1449078876147545
TR-540,1.4890721792686148
TR-541,2.941279819177924
TR-542,3.1520841540034685
TR-543,2.238598703092774
TR-544,1.4890721792686148
TR-545,1.2079997328345549
TR-546,2.402557630179309
TR-547,1.8169900334416844
TR-548,2.566516557265844
TR-549,1.189261569738951
TR-550,1.0674635096175251
TR-551,1.8169900334416844
TR-552,6.82944866151575
TR-553,1.831043655763388
TR-554,1.5827629947466348
TR-555,3.362888488829013
TR-556,2.468141201013923
TR-557,1.0206181018785152
TR-558,1.4188040676601
TR-559,2.285444110831784
TR-560,1.161154325095545
TR-561,3.0818160423949537
TR-562,2.1917532953537644
TR-563,2.051217072136734
TR-564,1.7701446257026745
TR-565,2.988125226916934
TR-566,2.332289518570794
TR-567,1.9106808489197045
TR-568,2.566516557265844
TR-569,2.238598703092774
TR-570,1.8169900334416844
TR-571,1.2923214667647729
TR-572,2.2151759992232694
TR-573,3.971878789436143
TR-574,1.6530311063551495
TR-575,1.6998765140941594
TR-576,1.4890721792686148
TR-577,3.690806343002083
TR-578,1.09088621348703
TR-579,3.971878789436143
TR-580,1.7701446257026745
TR-581,1.7232992179636646
TR-582,2.051217072136734
TR-583,0.9503499902700004
TR-584,1.4890721792686148
TR-585,2.285444110831784
TR-586,1.2314224367040598
TR-587,1.55934029087713
TR-588,2.26202140696228
TR-589,1.161154325095545
TR-590,1.287636925990872
TR-591,1.175207947417248
TR-592,3.971878789436143
TR-593,1.27826784444307
TR-594,0.8098137670529704
TR-595,1.5359175870076247
TR-596,2.098062479875745
TR-597,1.13773162122604
TR-598,4.112415012653173
TR-599,2.238598703092774
TR-600,2.051217072136734
TR-601,3.3160430810900032
TR-602,2.683630076613369
TR-603,1.8638354411806943
TR-604,1.13773162122604
TR-605,2.472825741787824
TR-606,2.5196711495268342
TR-607,1.6061856986161398
TR-608,2.2151759992232694
TR-609,2.5196711495268342
TR-610,1.37195865992109
TR-611,3.034970634655944
TR-612,1.254845140573565
TR-613,2.26202140696228
TR-614,3.0818160423949537
TR-615,1.6296084024856448
TR-616,1.27826784444307
TR-617,1.7701446257026745
TR-618,1.6530311063551495
TR-619,0.9316118271743964
TR-620,1.5171794239120209
TR-621,2.051217072136734
TR-622,3.409733896568023
TR-623,1.6296084024856448
TR-624,1.7701446257026745
TR-625,3.597115527524063
TR-626,1.13773162122604
TR-627,1.18457702896505
TR-628,1.0674635096175251
TR-629,1.0440408057480202
TR-630,1.395381363790595
TR-631,1.6998765140941594
TR-632,1.4890721792686148
TR-633,1.6061856986161398
TR-634,2.1917532953537644
TR-635,1.5359175870076247
TR-636,2.543093853396339
TR-637,0.9971953980090102
TR-638,1.7701446257026745
TR-639,1.2079997328345549
TR-640,4.112415012653173
TR-641,1.4422267715296049
TR-642,2.098062479875745
TR-643,1.254845140573565
TR-644,1.0206181018785152
TR-645,1.5359175870076247
TR-646,1.0440408057480202
TR-647,1.4984412608164168
TR-648,1.9575262566587144
TR-649,1.27826784444307
TR-650,1.5827629947466348
TR-651,4.768250720999312
TR-652,1.5359175870076247
TR-653,2.285444110831784
TR-654,2.121485183745249
TR-655,0.9503499902700004
TR-656,1.9341035527892088
TR-657,1.7467219218331695
TR-658,2.051217072136734
TR-659,0.9737726941395052
TR-660,1.55934029087713
TR-661,3.175506857872974
TR-662,1.395381363790595
TR-663,3.1520841540034685
TR-664,1.9575262566587144
TR-665,1.5359175870076247
TR-666,1.386012282242793
TR-667,0.8566591747919803
TR-668,2.0043716643977243
TR-669,1.301690548312575
TR-670,1.09088621348703
TR-671,1.5359175870076247
TR-672,4.861941536477332
TR-673,0.7629683593139605
TR-674,2.4962484456573293
TR-675,1.8638354411806943
TR-676,1.32511325218208
TR-677,1.5827629947466348
TR-678,3.4565793043070334
TR-679,3.222352265611983
TR-680,1.9106808489197045
TR-681,1.301690548312575
TR-682,3.1520841540034685
TR-683,0.6927002477054454
TR-684,1.0206181018785152
TR-685,1.161154325095545
TR-686,1.6061856986161398
TR-687,1.5827629947466348
TR-688,1.676453810224655
TR-689,2.8944344114389136
TR-690,1.4469113123035058
TR-691,1.395381363790595
TR-692,1.0206181018785152
TR-693,1.8638354411806943
TR-694,0.6833311661576436
TR-695,2.753898188221884
TR-696,3.3160430810900032
TR-697,1.5124948831381198
TR-698,1.4422267715296049
TR-699,0.7395456554444555
TR-700,2.5196711495268342
TR-701,1.301690548312575
TR-702,1.5827629947466348
TR-703,2.5196711495268342
TR-704,2.0043716643977243
TR-705,3.3394657849595086
TR-706,3.3863111926985185
TR-707,2.707052780482874
TR-708,3.3160430810900032
TR-709,1.7701446257026745
TR-710,3.128661450133964
TR-711,1.114308917356535
TR-712,1.2079997328345549
TR-713,0.9784572349134064
TR-714,0.8800818786614852
TR-715,2.332289518570794
TR-716,3.105238746264458
TR-717,1.0206181018785152
TR-718,1.7373528402853675
TR-719,2.285444110831784
TR-720,2.0277943682672293
TR-721,3.550270119785053
TR-722,2.1917532953537644
TR-723,1.5124948831381198
TR-724,1.123677998904337
TR-725,1.27826784444307
TR-726,0.8847664194353864
TR-727,1.18457702896505
TR-728,2.332289518570794
TR-729,0.7723374408617623
TR-730,1.0440408057480202
TR-731,0.9737726941395052
TR-732,3.925033381697133
TR-733,1.6530311063551495
TR-734,1.55934029087713
TR-735,2.9647025230474284
TR-736,1.09088621348703
TR-737,1.9575262566587144
TR-738,1.37195865992109
TR-739,1.5827629947466348
TR-740,1.6998765140941594
TR-741,1.8638354411806943
TR-742,2.285444110831784
TR-743,1.9575262566587144
TR-744,3.597115527524063
TR-745,4.346642051348223
TR-746,3.784497158480103
TR-747,1.27826784444307
TR-748,1.9575262566587144
TR-749,2.7773208920913888
TR-750,4.206105828131193
TR-751,1.1705234066433472
TR-752,1.114308917356535
TR-753,2.1917532953537644
TR-754,1.4890721792686148
TR-755,1.5827629947466348
TR-756,1.4656494753991098
TR-757,1.27826784444307
TR-758,2.753898188221884
TR-759,1.27826784444307
TR-760,2.1917532953537644
TR-761,1.4656494753991098
TR-762,1.9106808489197045
TR-763,1.5359175870076247
TR-764,2.566516557265844
TR-765,1.13773162122604
TR-766,2.285444110831784
TR-767,2.566516557265844
TR-768,3.643960935263073
TR-769,1.5124948831381198
TR-770,7.67266600081793
TR-771,1.4422267715296049
TR-772,3.573692823654558
TR-773,1.348535956051585
TR-774,1.161154325095545
TR-775,2.26202140696228
TR-776,1.8169900334416844
TR-777,2.379134926309804
TR-778,1.0065644795568125
TR-779,3.3160430810900032
TR-780,1.8029364111199817
TR-781,2.121485183745249
TR-782,1.6530311063551495
TR-783,2.753898188221884
TR-784,2.613361965004854
TR-785,1.348535956051585
TR-786,3.362888488829013
TR-787,0.9269272864004954
TR-788,1.2079997328345549
TR-789,2.1683305914842594
TR-790,1.6061856986161398
TR-791,2.707052780482874
TR-792,2.425980334048814
TR-793,1.4188040676601
TR-794,1.4422267715296049
TR-795,2.941279819177924
TR-796,1.0674635096175251
TR-797,1.0206181018785152
TR-798,2.238598703092774
TR-799,1.8169900334416844
TR-800,1.4890721792686148
TR-801,1.5827629947466348
TR-802,3.0818160423949537
TR-803,4.206105828131193
TR-804,1.9575262566587144
TR-805,1.4890721792686148
TR-806,3.878187973958122
TR-807,2.285444110831784
TR-808,0.8566591747919803
TR-809,1.0674635096175251
TR-810,2.285444110831784
TR-811,1.18457702896505
TR-812,0.5755867283579206
TR-813,1.2314224367040598
TR-814,1.0674635096175251
TR-815,1.4656494753991098
TR-816,2.425980334048814
TR-817,1.2923214667647729
TR-818,3.667383639132578
TR-819,1.4656494753991098
TR-820,2.5103020679790315
TR-821,1.6296084024856448
TR-822,5.283550206128421
TR-823,1.6296084024856448
TR-824,1.8638354411806943
TR-825,1.9106808489197045
TR-826,2.847589003699904
TR-827,1.161154325095545
TR-828,3.573692823654558
TR-829,2.098062479875745
TR-830,1.0065644795568125
TR-831,2.0043716643977243
TR-832,4.135837716522678
TR-833,4.393487459087233
TR-834,1.114308917356535
TR-835,1.4984412608164168
TR-836,1.0440408057480202
TR-837,1.9575262566587144
TR-838,2.847589003699904
TR-839,0.9971953980090102
TR-840,1.9481571751109128
TR-841,1.0206181018785152
TR-842,1.7232992179636646
TR-843,1.254845140573565
TR-844,1.348535956051585
TR-845,1.4656494753991098
TR-846,1.8169900334416844
TR-847,1.301690548312575
TR-848,1.4656494753991098
TR-849,1.7467219218331695
TR-850,2.1917532953537644
TR-851,2.59462380190925
TR-852,1.09088621348703
TR-853,1.0206181018785152
TR-854,0.8238673893746735
TR-855,0.9269272864004954
TR-856,1.161154325095545
TR-857,0.6458548399664354
TR-858,1.311059629860377
TR-859,3.550270119785053
TR-860,3.643960935263073
TR-861,2.308866814701289
TR-862,1.2314224367040598
TR-863,1.9575262566587144
TR-864,2.660207372743864
TR-865,2.543093853396339
TR-866,2.0043716643977243
TR-867,2.425980334048814
TR-868,1.6858228917724567
TR-869,1.6530311063551495
TR-870,1.7935673295721797
TR-871,2.941279819177924
TR-872,2.098062479875745
TR-873,1.240791518251862
TR-874,1.4890721792686148
TR-875,2.472825741787824
TR-876,1.37195865992109
TR-877,1.2126842736084562
TR-878,4.088992308783668
TR-879,2.660207372743864
TR-880,0.9737726941395052
TR-881,2.355712222440299
TR-882,1.8404127373111896
TR-883,1.0206181018785152
TR-884,2.543093853396339
TR-885,1.6998765140941594
TR-886,3.175506857872974
TR-887,1.147100702773842
TR-888,1.2079997328345549
TR-889,1.0674635096175251
TR-890,3.362888488829013
TR-891,1.0674635096175251
TR-892,1.8169900334416844
TR-893,3.105238746264458
TR-894,1.301690548312575
TR-895,1.8544663596328923
TR-896,4.393487459087233
TR-897,2.051217072136734
TR-898,1.8169900334416844
TR-899,2.5196711495268342
TR-900,1.7701446257026745
TR-901,1.7232992179636646
TR-902,2.1449078876147545
TR-903,1.254845140573565
TR-904,0.8379210116963764
TR-905,1.5827629947466348
TR-906,3.269197673350993
TR-907,2.1449078876147545
TR-908,3.8547652700886177
TR-909,5.611468060301492
TR-910,2.730475484352379
TR-911,2.707052780482874
TR-912,1.7232992179636646
TR-913,2.753898188221884
TR-914,1.2126842736084562
TR-915,1.7935673295721797
TR-916,0.7395456554444555
TR-917,1.025302642652416
TR-918,3.409733896568023
TR-919,0.8566591747919803
TR-920,3.643960935263073
TR-921,1.2079997328345549
TR-922,0.9971953980090102
TR-923,1.353220496825486
TR-924,1.09088621348703
TR-925,0.9362963679482972
TR-926,2.1449078876147545
TR-927,1.0440408057480202
TR-928,2.098062479875745
TR-929,2.660207372743864
TR-930,1.5078103423642188
TR-931,0.6692775438359404
TR-932,1.9341035527892088
TR-933,2.753898188221884
TR-934,0.9737726941395052
TR-935,2.2151759992232694
TR-936,2.847589003699904
TR-937,1.13773162122604
TR-938,1.37195865992109
TR-939,1.395381363790595
TR-940,2.660207372743864
TR-941,4.885364240346837
TR-942,1.8169900334416844
TR-943,1.5359175870076247
TR-944,1.55934029087713
TR-945,1.6061856986161398
TR-946,2.543093853396339
TR-947,2.332289518570794
TR-948,1.8544663596328923
TR-949,1.5359175870076247
TR-950,1.5124948831381198
TR-951,2.683630076613369
TR-952,1.7701446257026745
TR-953,3.714229046871588
TR-954,1.301690548312575
TR-955,1.6296084024856448
TR-956,1.7232992179636646
TR-957,2.1683305914842594
TR-958,2.332289518570794
TR-959,2.1917532953537644
TR-960,1.9856335013021205
TR-961,1.161154325095545
TR-962,2.753898188221884
TR-963,1.6670847286768526
TR-964,1.37195865992109
TR-965,1.8169900334416844
TR-966,1.6061856986161398
TR-967,4.206105828131193
TR-968,0.7254920331227526
TR-969,1.123677998904337
TR-970,1.8544663596328923
TR-971,1.7467219218331695
TR-972,1.0440408057480202
TR-973,2.051217072136734
TR-974,2.0277943682672293
TR-975,1.6998765140941594
TR-976,1.7467219218331695
TR-977,1.0440408057480202
TR-978,0.9269272864004954
TR-979,1.32511325218208
TR-980,0.8707127971136834
TR-981,1.7232992179636646
TR-982,1.9950025828499225
TR-983,2.238598703092774
TR-984,1.6061856986161398
TR-985,2.1449078876147545
TR-986,1.161154325095545
TR-987,2.285444110831784
TR-988,2.753898188221884
TR-989,0.6224321360969305
TR-990,1.7232992179636646
TR-991,1.7701446257026745
TR-992,1.5124948831381198
TR-993,4.651137201651787
TR-994,1.386012282242793
TR-995,1.4422267715296049
TR-996,2.7773208920913888
TR-997,4.042146901044658
TR-998,1.18457702896505
TR-999,0.9737726941395052
TR-1000,2.379134926309804
TR-1001,1.5827629947466348
TR-1002,2.051217072136734
TR-1003,1.5968166170683376
TR-1004,1.4422267715296049
TR-1005,2.8944344114389136
TR-1006,2.074639776006239
TR-1007,5.096168575172381
TR-1008,1.409434986112298
TR-1009,1.161154325095545
TR-1010,1.4188040676601
TR-1011,1.5968166170683376
TR-1012,1.37195865992109
TR-1013,5.330395613867432
TR-1014,1.114308917356535
TR-1015,1.254845140573565
TR-1016,1.4422267715296049
TR-1017,2.051217072136734
TR-1018,0.8707127971136834
TR-1019,1.3157441706342778
TR-1020,1.7701446257026745
TR-1021,2.416611252501012
TR-1022,6.806025957646246
TR-1023,2.1449078876147545
TR-1024,0.8800818786614852
TR-1025,4.393487459087233
TR-1026,1.0440408057480202
TR-1027,2.730475484352379
TR-1028,1.676453810224655
TR-1029,1.161154325095545
